40300_Q1	Recurso extraordinario de casación robo con resultado de muerte o lesión grave Alto Paraná 2015
26085_Q1	Recurso extraordinario de casación homicidio doloso 2012 Paraguay inadmisibilidad
78847_Q1	Recurso de casación tráfico de estupefacientes San Juan del Paraná 2014
96008_Q1	Recurso de Casación inadmisible por no cumplir con los requisitos de fundamentación debida en abuso sexual en niños Paraguay
39833_Q1	Recurso de Casación inadmisible por falta de fundamentación en robo agravado Paraguay
73084_Q1	Extradición pasiva Paraguay Turquía 2019
55731_Q1	Recurso de Casación inadmisible por falta de fundamentación en delito de calumnia en Coronel Oviedo
85060_Q1	Acuerdo y Sentencia N 697 aclaratoria posesión y tráfico de sustancias estupefacientes Carmén del Paraná
70599_Q1	Recurso de casación incumplimiento prestación alimentaria Tribunal de Apelaciones en lo Penal Segunda Sala de la Circunscripción Judicial de Itapúa
38287_Q1	aclaratoria recurso extraordinario de casación agente fiscal costas orden causado Paraguay
75387_Q1	Recurso de revisión robo agravado Paraguay 2016
30630_Q1	Recurso Extraordinario de Casación frustración persecución ejecución penal Paraguay 2013
26052_Q1	Recurso extraordinario de casación homicidio 2012 Paraguay
86582_Q1	Recurso de Casación Homicidio Doloso Calificado Art. 105 inc. 192 num. 1 CPP Paraguay
89869_Q1	Recurso de casación inadmisible en apropiación estática civil en Paraguay 2022
82928_Q1	Recurso de casación homicidio culposo Carmen del Paraná
77209_Q1	Recurso extraordinario de casación homicidio doloso Tres Cerros Vallemi 2019
79542_Q1	Recurso Extraordinario de Casación interpuesto por Defensor Público en defensa de imputado por calumnia y otros delitos en Paraguay
26046_Q1	Recurso de casación interpuesto por Defensora Pública en querella criminal por lesión y otros en 2010
39166_Q1	Recurso de casación tráfico de drogas pena mayor a diez años Paraguay
78674_Q1	Recurso de Casación en Paraguay por Apropiación y Estafa en Chore 2020
98958_Q1	Recurso de nulidad y apelación en caso de abuso de autoridad, lesiones y faltas contra la disciplina militar en la Escuela de Formación de Sub Oficiales de la Armada en Paraguay
72359_Q1	Recurso de Revisión interpuesto por abogado contra sentencia definitiva de 2010 por extinción de acción penal
77221_Q1	Recurso de casación inadmisible homicidio culposo Paraguay
75988_Q1	Recurso de Casación por imposición de costas en sentencia penal 2019 Paraguay
23516_Q1	Recurso de revisión homicidio culposo omisión de auxilio Paraguay 2011
100387_Q1	Recurso extraordinario de casación invasión de inmueble ajeno Paraguay
88193_Q1	Recurso de revisión abuso sexual en niños Paraguay 2021
26308_Q1	Recurso de revisión homicidio culposo omisión de auxilio accidente de tránsito
38136_Q1	Recurso de Nulidad Extinción de la Acción Penal Corte Suprema de Justicia Paraguay 2013
100393_Q1	Recurso extraordinario de casación por robo agravado en Paraguay
96434_Q1	Recurso extraordinario de revisión inadmisible artículo 481 inciso 4 Código Procesal Penal Paraguay
87539_Q1	Recurso extraordinario de casación inadmisible por infundado en caso de abuso sexual en niños en Paraguay 2021
25826_Q1	Recurso de casación en Paraguay 2012 lesión de confianza
31853_Q1	Recurso extraordinario de casación estafa Paraguay 2013
94545_Q1	Recurso extraordinario de casación abuso sexual en niños Paraguay 2022
94551_Q1	Recurso de casación inadmisible apropiación artículo 478 inciso 3 C.P.P. Paraguay
25832_Q1	Recurso extraordinario de casación abuso sexual en niños Loma Grande
24292_Q1	Acuerdo y Sentencia N 951 de fecha 20 de Diciembre de 2011 aclaratoria inadmisibilidad recurso de casación
97716_Q1	Recurso Extraordinario de Casación Estafa pena privativa de libertad mayor a diez años
87505_Q1	Recurso de casación homicidio doloso y tentativa de homicidio doloso Paraguay 2021
77184_Q1	Recurso de casación por violación de domicilio y otros delitos en Paraguay 2019
94579_Q1	Recurso extraordinario de casación homicidio culposo Paraguay 2019
66923_Q1	aclaratoria recurso extraordinario de casación producción documentos no autenticos Paraguay 2018
65594_Q1	Recurso de Casación en Paraguay por producción de documentos no auténticos y estafa
75208_Q1	Recurso de Casación inadmisible en Paraguay por falta de fundamentación y condena menor a diez años
96193_Q1	Recurso de casación inadmisible por falta de fundamentación artículo 480 CPP Paraguay
79432_Q1	Recurso Extraordinario de Casación Homicidio Doloso 2017 Boquerón
94784_Q1	Recurso de Casación interpuesto por Yamila Silvia Meza bajo patrocinio de la Abg. Carla Marcet Defensora Pública en la causa: YAMILA SILVIA MEZA y OTROS s APROPIACIÓN
82858_Q1	Recurso de casación interpuesto por defensor público en causa de robo agravado en Presidente Hayes
70416_Q1	Recurso Extraordinario de Casación inadmisible por falta de motivación en homicidio doloso Paraguay 2019
37991_Q1	Recurso de casación inadmisible homicidio culposo Villeta 2013
31338_Q1	Acuerdo y Sentencia N 960 del 12 de agosto de 2013 sobre estafa, lesión de confianza y producción de documentos no auténticos en Paraguay
70402_Q1	Recurso de revisión interpuesto por abogado en administración de justicia Paraguay 2019
66260_Q1	Recurso extraordinario de casación homicidio culposo 4530.2013
79426_Q1	Recurso de casación homicidio culposo aclaratoria costas 2020 Paraguay
39002_Q1	Recurso de Casación interpuesto por abogados en causa de lesión y otros en Paraguay 2014
26122_Q1	Recurso extraordinario de casación inadmisible imposición de costas en proceso penal Paraguay
86394_Q1	Recurso de Casación por Defensora Pública en caso de abuso sexual en personas bajo tutela en Alto Paraná
96187_Q1	Recurso extraordinario de casación homicidio doloso en grado de tentativa Paraguay
24735_Q1	Recurso Extraordinario de Casación injuria 2012 Paraguay
31310_Q1	Recurso extraordinario de casación homicidio culposo Villarrica 2013
47286_Q1	Recurso Extraordinario de Casación inadmisible por falta de motivación en Paraguay 2015
66248_Q1	Recurso de Revisión inadmisible homicidio doloso Coronel Oviedo 2018
93969_Q1	Recurso extraordinario de casación inadmisibilidad invasión de inmueble ajeno Paraguay
47292_Q1	Recurso extraordinario de casación homicidio Curuguaty
99288_Q1	Recurso de casación inadmisible homicidio doloso en grado de tentativa Paraguay
40270_Q1	Recurso de casación inadmisible en Paraguay por falta de fundamentación
52674_Q1	Recurso extraordinario de casación por calumnia e injuria en Paraguay 2016
24084_Q1	Recurso de Casación por Abuso Sexual en Niños en Caacupe inadmisible
37946_Q1	Habeas Corpus Genérico 2013 tenencia estupefacientes prisión preventiva
49240_Q1	Recurso de casación inadmisible Tribunal de Apelaciones en lo Penal Cuarta Sala de la Capital Paraguay
85138_Q1	Recurso de casación inadmisible Tribunal de Apelaciones Alto Paraná 2021
82657_Q1	Recurso de casación inadmisibilidad sentencia Tribunal de Apelaciones en lo Penal Circunscripción Judicial de Cordillera
37952_Q1	Recurso de revisión estafa Paraguay 2012
26687_Q1	Recurso de revisión inadmisibilidad sentencia no firme Paraguay
80040_Q1	Recurso de revisión incumplimiento deber legal alimentario Paraguay
24090_Q1	Recurso Extraordinario de Casación coacción sexual Paraguay 2012
84540_Q1	Recurso de casación homicidio doloso Paraguay 2020
94753_Q1	Acuerdo y Sentencia N° 860 de la Corte Suprema de Justicia de Paraguay, Sala Penal, 21 de diciembre de 2022, aclaratoria de resolución sobre estafa
98141_Q1	Recurso de casación inadmisible por omisión de cédula de notificación en homicidio doloso Paraguay
84568_Q1	Recurso de casación inadmisible por falta de fundamentación en robo agravado Paraguay 2021
69806_Q1	Recurso Extraordinario de Casación inadmisible en Paraguay por falta de fundamentación específica del agravio
51427_Q1	Recurso Extraordinario de Casación hurto agravado Villarrica 2016
83561_Q1	Recurso extraordinario de casación inadmisible por extemporáneo invasión de inmueble Paraguay
81376_Q1	Recurso de revisión inadmisible homicidio doloso Paraguay
74857_Q1	Recurso Extraordinario de Casación tráfico de sustancias estupefacientes Paraguay
81362_Q1	Recurso de Casación inadmisible por falta de cédula de notificación en Paraguay
39943_Q1	Recurso extraordinario de casación tenencia sustancias estupefacientes Paraguay 2015
26042_Q1	Recurso de casación doble homicidio Vaquería 2012
78658_Q1	Recurso de casación inadmisible por falta de carácter definitivo de la resolución impugnada en el procesamiento ilícito de desechos en Paraguay 2020
28709_Q1	Recurso Extraordinario de Casación inadmisible homicidio doloso Paraguay 2012
66300_Q1	Recurso Extraordinario de Casación estafa Paraguay 2018
31258_Q1	Recurso de casación por abuso de confianza, defraudación y estafa en Ciudad del Este, prescripción de la acción penal
74704_Q1	Recurso de casación inadmisible por falta de fundamentación en homicidio culposo Luque
77219_Q1	Recurso de casación inadmisible por pena menor a diez años en homicidio doloso Caaguazú
60003_Q1	Recurso extraordinario de casación por abuso sexual en niños 2017 Paraguay
26056_Q1	Recurso de revisión interpuesto por abogados en Paraguay 2012
79552_Q1	Recurso de Casación interpuesto por querellante en causa de lesión en Paraguay 2020
75368_Q1	Recurso Extraordinario de Casación tenencia sin autorización de sustancias estupefacientes
57687_Q1	Recurso extraordinario de casación inadmisibilidad robo agravado coacción sexual Paraguay 2017
78664_Q1	Recurso Extraordinario de Casación inadmisible cultivo marihuana Paraguay 2020
47494_Q1	Recurso Extraordinario de Casación incumplimiento deber legal alimentario Paraguay 2016
71126_Q1	Recurso Extraordinario de Casación difamación calumnia injuria 2019
98790_Q1	Acuerdo y Sentencia N 56 de fecha 24 de marzo de 2023, Sala Penal de la Corte Suprema de Justicia, aclaratoria recurso extraordinario de casación
72349_Q1	Recurso extraordinario de casación interpuesto en causa de apropiación y lesión de confianza en Paraguay
50856_Q1	Recurso Extraordinario de Casación tráfico de drogas Paraguay 2016
60995_Q1	Recurso extraordinario de casación inadmisibilidad estafa Paraguay 2018
67022_Q1	Recurso extraordinario de casación interpuesto por defensores públicos en representación de acusado por homicidio doloso en Paraguay 2018
66328_Q1	Recurso de Casación en Estafa en Coronel Oviedo 2018
60981_Q1	Recurso Extraordinario de Casación inadmisible por falta de fundamentación en homicidio doloso
31270_Q1	Recurso extraordinario de casación robo con resultado de muerte o lesión grave y homicidio doloso en grado de tentativa Paraguay 2013
98784_Q1	Recurso de Casación inadmisible tenencia sustancias estupefacientes Paraguay 2022
96971_Q1	Recurso Extraordinario de Casación inadmisible cohecho pasivo Ley N 6379 Paraguay
23674_Q1	Recurso extraordinario de casación homicidio doloso Caazapá 2011
75354_Q1	Hábeas Corpus Reparador abuso sexual en niños Paraguay 2017
46946_Q1	Tentativa de homicidio aclaratoria recurso casación Paraguay 2015
67988_Q1	Recurso extraordinario de casación inadmisibilidad Paraguay 2019
78843_Q1	Recurso Extraordinario de Casación en Paraguay por abuso sexual en niños
26081_Q1	Recurso de Casación homicidio doloso inadmisibilidad 2012 Paraguay
57678_Q1	Recurso extraordinario de casación en Paraguay por abuso sexual en niños, coacción sexual y violación en repatriación
86551_Q1	Recurso de casación cohecho pasivo agravado Paraguay 2021
87897_Q1	Recurso extraordinario de casación robo con resultado de muerte Paraguay
53378_Q1	Recurso extraordinario de casación por sentencia manifiestamente infundada en Paraguay 2016
31271_Q1	Recurso extraordinario de casación privación ilegítima de libertad coacción lesión ejercicio funciones públicas Asunción 2013
60980_Q1	Recurso extraordinario de casación homicidio doloso Villarrica 2017
67989_Q1	Recurso extraordinario de casación homicidio doloso Tribunal de Apelación Misiones 2016
78671_Q1	Recurso extraordinario de casación por producción de documentos no auténticos en Paraguay
71127_Q1	Recurso Extraordinario de Casación Invasión de Inmueble Ajeno Tavaí 2019
47495_Q1	Recurso Extraordinario de Casación interpuesto en caso de tenencia y tráfico de drogas peligrosas en Paraguay 2016
78665_Q1	Recurso de Casación inadmisible en Paraguay por no poner fin al procedimiento penal
57686_Q1	Recurso extraordinario de revisión robo agravado Paraguay 2017
60994_Q1	Recurso extraordinario de casación artículo 478 numeral 3 CPP sentencia manifiestamente infundada
50857_Q1	Recurso extraordinario de casación inadmisible por extemporaneidad en robo agravado Caaguazú 2015
23661_Q1	Recurso de casación interpuesto por derecho propio y bajo patrocinio de abogado en los autos caratulados: ROSALIA DE CARO BRITEZ Y OTRA S LESION. Causa N 01-01-03-0001-2007-690
96964_Q1	Recurso Extraordinario de Casación inadmisible por extemporáneo en invasión de inmueble ajeno Paraguay
74739_Q1	Recurso de Casación Directa en Asunción 2019 apropiación artículo 160 inc. A Código Penal
77218_Q1	Recurso de revisión interpuesto por derecho propio y bajo patrocinio de abogado en causa por producción de documentos no auténticos y estafa
79553_Q1	Recurso de Casación interpuesto por la Defensora Pública en la causa de Abuso Sexual en Niños en la Colonia Yhugua Rey Gral. Elizardo Aquino
60002_Q1	aclaratoria recurso extraordinario de casación Paraguay 2017
26057_Q1	Recurso de casación difamación calumnia injuria 2011 Paraguay
78659_Q1	Recurso Extraordinario de Casación inadmisibilidad homicidio culposo Paraguay 2020
65608_Q1	Recurso de Casación en Paraguay por robo agravado y coacción con sentencia de 22 años
23885_Q1	Recurso Extraordinario de Casación Violación de Domicilio y Amenaza Paraguay 2011
66301_Q1	Recurso de casación inadmisible por falta de fundamentación en pena mayor a diez años y violación de precepto constitucional
28708_Q1	Recurso extraordinario de casación estafa Paraguay 2012
48163_Q1	Recurso extraordinario de casación abigeato Tuyucue Humaita 2014
39942_Q1	Recurso de casación evasión impositiva Tribunal de Apelaciones Alto Paraná y Canindeyú
81363_Q1	Recurso Extraordinario de Casación homicidio doloso pena privativa de libertad mayor a diez años
84569_Q1	Recurso de casación interpuesto por defensor público en caso de apropiación en Paraguay
98140_Q1	Recurso de casación inadmisible abuso sexual en niños Paraguay 2022
74856_Q1	Recurso extraordinario de casación inadmisible por imposición de costas en procedimiento penal
81377_Q1	Recurso de casación por tenencia y comercialización de sustancias estupefacientes en Paraguay 2020
83560_Q1	Recurso Extraordinario de Casación inadmisible por falta de motivación en Paraguay
60823_Q1	Recurso extraordinario de casación inadmisibilidad sentencia Tribunal de Apelaciones Ciudad del Este 2017
51426_Q1	Recurso de casación por sentencia manifiestamente infundada en caso de abuso sexual en personas indefensas y coacción sexual en Paraguay
24091_Q1	Recurso extraordinario de casación robo con resultado de muerte y homicidio Paraguay 2012
80041_Q1	Recurso de casación interpuesto por abogado en causa de lesión en Asunción 2014
37953_Q1	Recurso de Casación en robo agravado en Villeta 2013
82656_Q1	Recurso de revisión inadmisible en Paraguay por falta de hechos nuevos
49241_Q1	Recurso de casación homicidio doloso robo agravado Paraguay 2016
69191_Q1	Recurso Extraordinario de Casación inadmisibilidad homicidio doloso Paraguay 2019
84541_Q1	Recurso de casación Paraguay 2020 producción de documentos no auténticos
87048_Q1	Recurso de casación inadmisible por falta de fundamentación en producción de documentos no autenticos y contra la propiedad
92337_Q1	Recurso de Revisión inadmisible en caso de apropiación en Paraguay 2022
40271_Q1	Recurso extraordinario de casación homicidio doloso Coronel Oviedo 2010
84555_Q1	Recurso de casación inadmisible por falta de fundamentación en Paraguay
40517_Q1	Hábeas Corpus Reparador y Genérico en Paraguay 2014 enfermedad terminal
69185_Q1	Recurso extraordinario de casación inadmisibilidad Paraguay 2019
24085_Q1	Recurso Extraordinario de Casación tenencia sin autorización de sustancias estupefacientes Paraguay 2011
54562_Q1	Recurso Extraordinario de Casación inadmisible por falta de fundamentación en homicidio doloso y robo agravado en Asunción
55697_Q1	Recurso Extraordinario de Casación en Paraguay por abuso sexual en niños
47293_Q1	Recurso de Revisión robo agravado coacción sexual Paraguay 2015
47287_Q1	Recurso extraordinario de casación homicidio culposo San Pedro del Paraná
70403_Q1	Recurso extraordinario de casación inadmisible trata de personas Paraguay 2019
24052_Q1	Recurso de casación por robo agravado en Paraguay 2011
86395_Q1	Recurso de casación por lesión de confianza y apropiación en Paraguay 2021
26123_Q1	Recurso de Casación abigeato restitución bienes reducción 2008
79427_Q1	Recurso de casación inadmisible por falta de presentación de la constancia de notificación en incumplimiento del deber legal alimentario
94785_Q1	Recurso extraordinario de casación homicidio doloso Tribunal de Apelaciones Multifueros de Presidente Hayes
79433_Q1	Recurso extraordinario de casación abigeato en Tebicuary 2020
75209_Q1	Recurso de casación abuso sexual en niños Concepción 2019
96192_Q1	Recurso extraordinario de casación homicidio doloso en grado de tentativa Paraguay
86381_Q1	Recurso extraordinario de casación interpuesto por la defensora pública en caso de robo agravado y violación
70417_Q1	Recurso extraordinario de casación homicidio doloso inadmisibilidad
70832_Q1	Recurso de Revisión inadmisible posesión y tráfico de drogas Paraguay 2019
77185_Q1	Recurso Extraordinario de Casación robo agravado Paraguay 2019
87504_Q1	Recurso de casación inadmisible violencia familiar Caaguazú 2021
97717_Q1	Recurso Extraordinario de Casación inadmisible por falta de fundamentación y copia del fallo contradictorio en causa difamación 243 2020
94578_Q1	Recurso de Casación interpuesto por abogado defensa en causa M.P. c MIGUEL FEDERICO KRAUCH MORÍNIGO s APROPIACIÓN
25833_Q1	Recurso de Casación homicidio doloso Paraguay 2012
84743_Q1	Recurso Extraordinario de Casación interpuesto por la defensa en caso de posesión y comercialización de drogas en Amambay
24293_Q1	Extinción de la acción penal por exceso en la duración del proceso en caso de difamación y otros delitos en Paraguay
87538_Q1	Recurso Extraordinario de Casación Ley N 1340 88 Paraguay
96435_Q1	Recurso de casación inadmisible por falta de cédula de notificación en abuso sexual de niños Paraguay
40715_Q1	Recurso de casación inadmisible por falta de fundamentación en robo agravado Paraguay
94544_Q1	Recurso extraordinario de casación accidente de tránsito Paraguay 2021
25827_Q1	Recurso de revisión incoado por abogados en caso de cohecho pasivo en Paraguay 2012
60348_Q1	Recurso extraordinario de casación interpuesto por querellante en caso de maltrato físico, lesión, amenaza e injuria en Paraguay
100386_Q1	Recurso de casación homicidio doloso en grado de tentativa Alto Paraná 2023
23517_Q1	Recurso de casación interpuesto por la defensora pública en causa de homicidio doloso en Pedro Juan Caballero año 2008
63133_Q1	Recurso extraordinario de casación inadmisibilidad Paraguay 2018
70629_Q1	Recurso Extraordinario de Casación 2019 amenaza calumnia injuria
40932_Q1	Recurso de revisión inadmisible homicidio doloso en grado de tentativa Paraguay
39229_Q1	Recurso extraordinario de casación interpuesto por el agente fiscal en caso de robo agravado en la Circunscripción Judicial del Departamento Central 2014
26309_Q1	Recurso de Casación en homicidio doloso en Carayao 2012
88192_Q1	Recurso de casación en robo agravado con resultado de muerte en Caazapá
84780_Q1	Recurso de Casación inadmisible por falta de fundamentación en coacción sexual
26321_Q1	Recurso extraordinario de casación interpuesto por el Agente Fiscal de San Ignacio, Misiones en causa por estafa
97924_Q1	Recurso de Casación interpuesto por la Defensora Pública por tentativa de coacción sexual y violación en Paraguay
70601_Q1	Recurso de casación por abuso sexual en niños en Paraguay 2017
30225_Q1	Recurso de casación interpuesto contra sentencia de lesiones graves en Paraguay
30231_Q1	Recurso extraordinario de casación tentativa de contrabando Paraguay 2013
39215_Q1	Recurso extraordinario de casación homicidio doloso tentativa Paraguay
30230_Q1	Recurso extraordinario de casación coacción sexual Tribunal de Apelación en lo Penal de San Pedro 2013
39214_Q1	Recurso de Casación inadmisible por extemporáneo en robo agravado en Isla Sola, Laureles, Dpto. Ñeembucú
26320_Q1	Recurso de casación difamación calumnia injuria Paraguay 2012
84781_Q1	Recurso de Casación inadmisible coacción sexual Paraguay 2021
70600_Q1	Recurso de Casación 2018 Tribunal de Apelación en lo Penal de Cordillera
97925_Q1	Recurso extraordinario de casación por abuso sexual en niños en Paraguay 2023
40933_Q1	Recurso de casación inadmisible por falta de fundamentos concretos en estafa en Coronel Oviedo
70628_Q1	Recurso extraordinario de casación honor y reputación Paraguay 2019
78274_Q1	Recurso de Casación inadmisible por extemporaneidad en Paraguay 2019
79430_Q1	Recurso de casación homicidio doloso Presidente Hayes 2020
96191_Q1	Recurso de Casación inadmisible por falta de fundamentación en abuso sexual en niños Paraguay
86382_Q1	Recurso de Casación interpuesto por el Agente Fiscal de la Unidad Especializada en Delitos Ambientales en la causa de trasgresión a la Ley N 716/1996 en la Circunscripción Judicial de San Pedro
86396_Q1	Recurso de Casación inadmisibilidad aclaratoria error material omisión derecho aplicable CPP artículo 126
87088_Q1	Recurso de casación inadmisible homicidio culposo Paraguay
91832_Q1	Recurso de Casación Directa interpuesto por Defensora Pública en caso de Homicidio Doloso en Concepción 2022
26120_Q1	Recurso extraordinario de casación difamación calumnia injuria Paraguay 2012
79424_Q1	Recurso de Casación inadmisible por falta de fundamentación en arts. 478 y 403 CPP
66262_Q1	Recurso de Nulidad y Apelación interpuesto por la Abogada Fiscal del Ministerio de Hacienda contra Acuerdo y Sentencia N 232 de fecha 26 de setiembre del 2016 del Tribunal de Cuentas, Primera Sala
70400_Q1	Recurso extraordinario de casación robo agravado toma de rehenes ley 4036 Paraguay
80081_Q1	Recurso de Casación en Paraguay por Abuso Sexual en Niños en VY'A RENDA 2020
25818_Q1	Recurso de casación impugnando sentencia de reenvío a nuevo juicio en Alto Paraná 2012
70831_Q1	Recurso Extraordinario de Casación posesión y tráfico de cocaína Amambay 2018
77186_Q1	Recurso de casación por abuso sexual en niños en Paraguay 2019
84754_Q1	Recurso de Apelación y Nulidad restitución internacional menores Paraguay 2021
94547_Q1	Recurso extraordinario de casación inadmisible por no cumplir requisitos formales Código Procesal Penal Paraguay
25824_Q1	Recurso de Casación homicidio doloso 2010 Paraguay inadmisibilidad plazo
75975_Q1	Recurso de Casación interpuesto por abogado bajo patrocinio de otro abogado en causa de homicidio culposo y otros en Filadelfia
54763_Q1	Recurso de Casación interpuesto por Defensor Público en causa de Producción de documentos no auténticos
40716_Q1	Recurso de Casación inadmisible por falta de fundamentación en delito de difamación, injuria y calumnia en Paraguay
75961_Q1	Recurso extraordinario de casación inadmisible Tribunal de Apelaciones en lo Penal Tercera Sala Alto Paraná
25830_Q1	Recurso de casación sustracción de cheques Paraguay 2012
